CRESTRON - DEALER PRICE LIST - 10th January 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
848,"Horizon® 2 Keypad with Cresnet® Communications, White Glass, Engraved",6513335,HZ2-KPCN-GLASS-W ENGRAVED,26400,220,286,0.180000000000029,440,,,,,,,,
849,"Horizon® 2 Keypad with Cresnet® Communications, Standard Engraved, White",6512517,HZ2-KPCN-W,23160,193,250.9,0.180000000000029,386,,,,,,,,
850,"Horizon® 2 Keypad with Cresnet® Communications, Custom Engraved, White",6513080,HZ2-KPCN-W ENGRAVED,23160,193,250.9,0.180000000000029,386,,,,,,,,
851,Horizon® 2 EU/UK Wall Mount Kit for KPCN-GLASS,6514026,HZ2-KPCN-WMKT-EU/UK-10,3360,28,36.4,0.180000000000029,56,,,,,,,,
852,Common Wire Adapter for HZ-THSTAT,6511526,HZA-CONV-THSTAT-2WIRE,3000,25,32.5,0.180000000000029,50,,,,,,,,
853,"Horizon™ Backlit Engravable Pushbutton, Size 1, Almond Textured, Engraving Not Included
 [Limited Supply]",6509729,HZ-BTN-1-A-T-BLANK,840,7,9.1,0.180000000000029,14,,,,,,,,
854,"Horizon™ Backlit Engravable Pushbutton, Size 1, Almond Textured, Includes Custom Engraving
 [Limited Supply]",6509741,HZ-BTN-1-A-T-ENGRAVED,840,7,9.1,0.180000000000029,14,,,,,,,,
855,"Horizon™ Backlit Engravable Pushbutton, Size 1, Black Textured, Engraving Not Included
 [Limited Supply]",6509728,HZ-BTN-1-B-T-BLANK,840,7,9.1,0.180000000000029,14,,,,,,,,
856,"Horizon™ Backlit Engravable Pushbutton, Size 1, Black Textured, Includes Custom Engraving
 [Limited Supply]",6509740,HZ-BTN-1-B-T-ENGRAVED,840,7,9.1,0.180000000000029,14,,,,,,,,
857,"Horizon™ Backlit Engravable Pushbutton, Size 1, White Textured, Engraving Not Included
 [Limited Supply]",6509727,HZ-BTN-1-W-T-BLANK,840,7,9.1,0.180000000000029,14,,,,,,,,
858,"Horizon™ Backlit Engravable Pushbutton, Size 1, White Textured, Includes Custom Engraving
 [Limited Supply]",6509739,HZ-BTN-1-W-T-ENGRAVED,840,7,9.1,0.180000000000029,14,,,,,,,,
859,"Horizon™ Backlit Engravable Rocker Button, Size 1, Almond Textured, Engraving Not Included
 [Limited Supply]",6509726,HZ-BTN-RKR1-A-T-BLANK,840,7,9.1,0.180000000000029,14,,,,,,,,
860,"Horizon™ Backlit Engravable Rocker Button, Size 1, Almond Textured, Includes Custom Engraving
 [Limited Supply]",6509738,HZ-BTN-RKR1-A-T-ENGRAVED,840,7,9.1,0.180000000000029,14,,,,,,,,
861,"Horizon™ Backlit Engravable Rocker Button, Size 1, Black Textured, Engraving Not Included
 [Limited Supply]",6509725,HZ-BTN-RKR1-B-T-BLANK,840,7,9.1,0.180000000000029,14,,,,,,,,
862,"Horizon™ Backlit Engravable Rocker Button, Size 1, Black Textured, Includes Custom Engraving
 [Limited Supply]",6509737,HZ-BTN-RKR1-B-T-ENGRAVED,840,7,9.1,0.180000000000029,14,,,,,,,,
863,"Horizon™ Backlit Engravable Rocker Button, Size 1, White Textured, Engraving Not Included
 [Limited Supply]",6509724,HZ-BTN-RKR1-W-T-BLANK,840,7,9.1,0.180000000000029,14,,,,,,,,
864,"Horizon™ Backlit Engravable Rocker Button, Size 1, White Textured, Includes Custom Engraving
 [Limited Supply]",6509736,HZ-BTN-RKR1-W-T-ENGRAVED,840,7,9.1,0.180000000000029,14,,,,,,,,
865,"Horizon™ Backlit Engravable Rocker Button, Size 3, Almond Textured, Engraving Not Included
 [Limited Supply]",6509723,HZ-BTN-RKR3-A-T-BLANK,840,7,9.1,0.180000000000029,14,,,,,,,,
866,"Horizon™ Backlit Engravable Rocker Button, Size 3, Almond Textured, Includes Custom Engraving
 [Limited Supply]",6509735,HZ-BTN-RKR3-A-T-ENGRAVED,840,7,9.1,0.180000000000029,14,,,,,,,,
867,"Horizon™ Backlit Engravable Rocker Button, Size 3, Black Textured, Engraving Not Included
 [Limited Supply]",6509722,HZ-BTN-RKR3-B-T-BLANK,840,7,9.1,0.180000000000029,14,,,,,,,,
868,"Horizon™ Backlit Engravable Rocker Button, Size 3, Black Textured, Includes Custom Engraving
 [Limited Supply]",6509734,HZ-BTN-RKR3-B-T-ENGRAVED,840,7,9.1,0.180000000000029,14,,,,,,,,
869,"Horizon™ Backlit Engravable Rocker Button, Size 3, White Textured, Engraving Not Included
 [Limited Supply]",6509721,HZ-BTN-RKR3-W-T-BLANK,840,7,9.1,0.180000000000029,14,,,,,,,,
870,"Horizon™ Backlit Engravable Rocker Button, Size 3, White Textured, Includes Custom Engraving
 [Limited Supply]",6509733,HZ-BTN-RKR3-W-T-ENGRAVED,840,7,9.1,0.180000000000029,14,,,,,,,,
871,"Horizon™ Backlit Engravable Rocker Button, Size 5, Almond Textured, Engraving Not Included
 [Limited Supply]",6509720,HZ-BTN-RKR5-A-T-BLANK,840,7,9.1,0.180000000000029,14,,,,,,,,
872,"Horizon™ Backlit Engravable Rocker Button, Size 5, Almond Textured, Includes Custom Engraving
 [Limited Supply]",6509732,HZ-BTN-RKR5-A-T-ENGRAVED,840,7,9.1,0.180000000000029,14,,,,,,,,
873,"Horizon™ Backlit Engravable Rocker Button, Size 5, Black Textured, Engraving Not Included
 [Limited Supply]",6509719,HZ-BTN-RKR5-B-T-BLANK,840,7,9.1,0.18000000000003,14,,,,,,,,
874,"Horizon™ Backlit Engravable Rocker Button, Size 5, Black Textured, Includes Custom Engraving
 [Limited Supply]",6509731,HZ-BTN-RKR5-B-T-ENGRAVED,840,7,9.1,0.18000000000003,14,,,,,,,,
875,"Horizon™ Backlit Engravable Rocker Button, Size 5, White Textured, Engraving Not Included
 [Limited Supply]",6509718,HZ-BTN-RKR5-W-T-BLANK,840,7,9.1,0.18000000000003,14,,,,,,,,
876,"Horizon™ Backlit Engravable Rocker Button, Size 5, White Textured, Includes Custom Engraving
 [Limited Supply]",6509730,HZ-BTN-RKR5-W-T-ENGRAVED,840,7,9.1,0.18000000000003,14,,,,,,,,
877,"Horizon™ Faceplate, 1-Gang, Almond
 [Limited Supply]",6509708,HZ-FP-G1-A,1560,13,16.9,0.18000000000003,26,,,,,,,,
878,"Horizon™ Faceplate, 1-Gang, Black
 [Limited Supply]",6509707,HZ-FP-G1-B,1560,13,16.9,0.18000000000003,26,,,,,,,,
879,"Horizon™ Faceplate, 1-Gang, White
 [Limited Supply]",6509706,HZ-FP-G1-W,1560,13,16.9,0.18000000000003,26,,,,,,,,
880,"Horizon™ Faceplate, 2-Gang, Almond
 [Limited Supply]",6509711,HZ-FP-G2-A,3000,25,32.5,0.18000000000003,50,,,,,,,,
881,"Horizon™ Faceplate, 2-Gang, Black
 [Limited Supply]",6509710,HZ-FP-G2-B,3000,25,32.5,0.18000000000003,50,,,,,,,,
882,"Horizon™ Faceplate, 2-Gang, White
 [Limited Supply]",6509709,HZ-FP-G2-W,3000,25,32.5,0.18000000000003,50,,,,,,,,
883,"Horizon™ Faceplate, 3-Gang, Almond
 [Limited Supply]",6509714,HZ-FP-G3-A,4440,37,48.1,0.18000000000003,74,,,,,,,,
884,"Horizon™ Faceplate, 3-Gang, Black
 [Limited Supply]",6509713,HZ-FP-G3-B,4440,37,48.1,0.18000000000003,74,,,,,,,,
885,"Horizon™ Faceplate, 3-Gang, White
 [Limited Supply]",6509712,HZ-FP-G3-W,4440,37,48.1,0.18000000000003,74,,,,,,,,
886,"Horizon™ Faceplate, 4-Gang, Almond
 [Limited Supply]",6509717,HZ-FP-G4-A,5880,49,63.7,0.18000000000003,98,,,,,,,,
887,"Horizon™ Faceplate, 4-Gang, Black
 [Limited Supply]",6509716,HZ-FP-G4-B,5880,49,63.7,0.18000000000003,98,,,,,,,,
888,"Horizon™ Faceplate, 4-Gang, White
 [Limited Supply]",6509715,HZ-FP-G4-W,5880,49,63.7,0.18000000000003,98,,,,,,,,
889,"Horizon® Wireless Thermostat, Almond",6511012,HZ-THSTAT-A,43560,363,471.9,0.18000000000003,726,,,,,,,,
890,"Horizon® Wireless Thermostat, Black",6511010,HZ-THSTAT-B,43560,363,471.9,0.18000000000003,726,,,,,,,,
891,"Horizon® Wireless Thermostat, White",6511011,HZ-THSTAT-W,43560,363,471.9,0.18000000000003,726,,,,,,,,
892,"Horizon™ Paintable Trim, 1-Gang, Dark
 [Limited Supply]",6510270,HZ-TRIM-G1-PAINT-DARK,840,7,9.1,0.18000000000003,14,,,,,,,,
893,"Horizon™ Paintable Trim, 1-Gang, Light
 [Limited Supply]",6510269,HZ-TRIM-G1-PAINT-LIGHT,840,7,9.1,0.18000000000003,14,,,,,,,,
894,"Horizon™ Paintable Trim, 2-Gang, Dark
 [Limited Supply]",6510272,HZ-TRIM-G2-PAINT-DARK,1560,13,16.9,0.18000000000003,26,,,,,,,,
895,"Horizon™ Paintable Trim, 2-Gang, Light
 [Limited Supply]",6510271,HZ-TRIM-G2-PAINT-LIGHT,1560,13,16.9,0.18000000000003,26,,,,,,,,
896,"Horizon™ Paintable Trim, 3-Gang, Dark
 [Limited Supply]",6510274,HZ-TRIM-G3-PAINT-DARK,2280,19,24.7,0.18000000000003,38,,,,,,,,
897,"Horizon™ Paintable Trim, 3-Gang, Light
 [Limited Supply]",6510273,HZ-TRIM-G3-PAINT-LIGHT,2280,19,24.7,0.18000000000003,38,,,,,,,,
898,"Horizon™ Paintable Trim, 4-Gang, Dark
 [Limited Supply]",6510276,HZ-TRIM-G4-PAINT-DARK,3000,25,32.5,0.18000000000003,50,,,,,,,,
899,"Horizon™ Paintable Trim, 4-Gang, Light
 [Limited Supply]",6510275,HZ-TRIM-G4-PAINT-LIGHT,3000,25,32.5,0.18000000000003,50,,,,,,,,
900,infiNET EX® Wireless IR/RS-232 Control Module,6507143,INET-IOEX-IRCOM,36360,303,393.9,0.18000000000003,606,,,,,,,,
901,infiNET EX® Wireless Relay/Digital Input Control Module,6507142,INET-IOEX-RYIO,36360,303,393.9,0.18000000000003,606,,,,,,,,
902,infiNET EX® Wireless Door Sensor-B,6509667,INETS-IOEX-DOOR-BATT-B,17520,146,189.8,0.18000000000003,292,,,,,,,,
903,infiNET EX® Wireless Door Sensor-W,6508237,INETS-IOEX-DOOR-BATT-W,17520,146,189.8,0.180000000000031,292,,,,,,,,
904,IR Emitter Probe w/Terminal Block Connector,6500126,IRP2,1680,14,18.2,0.180000000000031,28,,,,,,,,
905,1 Beyond J-Mount Ceiling Bracket,6512865,IVA-CMT-BRKTJ-1B,14280,119,154.7,0.180000000000031,238,,,,,,,,
906,"Crestron 1 Beyond J-Mount Ceiling Bracket, Black",6513409,IVA-CMT-BRKTJ-1B-B,14280,119,154.7,0.180000000000031,238,,,,,,,,
907,"Crestron 1 Beyond Wall Mount Bracket, White",6512866,IVA-WMT-BRKT-1B,7320,61,79.3,0.180000000000031,122,,,,,,,,
908,"Crestron 1 Beyond Wall Mount Bracket, Black",6513408,IVA-WMT-BRKT-1B-B,7320,61,79.3,0.180000000000031,122,,,,,,,,
909,Crestron 1 Beyond IR Camera Remote,6513217,IV-CAMA-REMOTE,3960,33,42.9,0.180000000000031,66,,,,,,,,
910,"Crestron 1 Beyond Universal Mount Bracket, Moon Gray",6513214,IV-CAMA-UMB-B,13200,110,143,0.180000000000031,220,,,,,,,,
911,"Crestron 1 Beyond Universal Mount Bracket, Bright White",6513215,IV-CAMA-UMB-W,13200,110,143,0.180000000000031,220,,,,,,,,
912,"Crestron 1 Beyond i12 Intelligent PTZ Camera, 12x Optical Zoom, Moon Gray",6513204,IV-CAM-I12-B,330000,2750,3575,0.180000000000031,12312,,,,,,,,
913,"Crestron 1 Beyond i12 Intelligent PTZ Camera, 12x Optical Zoom, Moon Gray, Government Version
 [Product Release Date February 18th, 2025]",6513987,IV-CAM-I12-GV-B,412560,3438,4469.4,0.180000000000031,6876,,,,,,,,
914,"Crestron 1 Beyond i20 Intelligent PTZ Camera, 20x Optical Zoom, Moon Gray",6513200,IV-CAM-I20-B,633600,5280,6864,0.180000000000031,10560,,,,,,,,
915,"Crestron 1 Beyond i20 Intelligent PTZ Camera, 20x Optical Zoom, Moon Gray, Government Version
 [Product Release Date February 18th, 2025]",6513986,IV-CAM-I20-GV-B,792000,6600,8580,0.180000000000031,13200,,,,,,,,
916,"Crestron 1 Beyond i20 Intelligent PTZ Camera, 20x Optical Zoom, Bright White",6513202,IV-CAM-I20-W,633600,5280,6864,0.180000000000031,10560,,,,,,,,
917,"Crestron 1 Beyond p12 PTZ Camera, 12x Optical Zoom, Moon Gray",6513209,IV-CAM-P12-B,264000,2200,2860,0.180000000000031,4400,,,,,,,,
918,"Crestron 1 Beyond p12 PTZ Camera, 12x Optical Zoom, Bright White",6513211,IV-CAM-P12-W,264000,2200,2860,0.180000000000031,4400,,,,,,,,
919,"Crestron 1 Beyond p20 PTZ Camera, 20x Optical Zoom, Moon Gray",6513205,IV-CAM-P20-B,250800,2090,2717,0.180000000000031,4180,,,,,,,,
920,"Crestron 1 Beyond p20 PTZ Camera, 20x Optical Zoom, Moon Gray, Government Version
 [Product Release Date February 18th, 2025]",6513988,IV-CAM-P20-GV-B,313560,2613,3396.9,0.180000000000031,5226,,,,,,,,
921,"Crestron 1 Beyond p20 PTZ Camera, 20x Optical Zoom, Bright White",6513207,IV-CAM-P20-W,250800,2090,2717,0.180000000000031,4180,,,,,,,,
922,1 Beyond Camera Systems Remote Professional Services,3002175,IV-PROSERVICE-1B,264000,2200,2860,0.180000000000031,2750,,,,,,,,
923,"Automate VX Pro System Series 2 Voice-Activated, Multi-Camera Switching Solution",6513198,IV-SAM-VX2-P,1161120,9676,12578.8,0.180000000000031,19352,,,,,,,,
924,"Automate VX System Series 2 Voice-Activated, Multi-Camera Switching Solution",6513197,IV-SAM-VX2-S,844320,7036,9146.8,0.180000000000031,14072,,,,,,,,
925,Demo Box for Horizon® 2 Devices,6513477,KP-DEMO-BOX-HZ2,11280,94,122.2,0.180000000000031,188,,,,,,,,
926,"4-Series Control System, International",6511326,MC4-I,116160,968,1258.4,0.180000000000031,1936,,,,,,,,
927,"4-Series® Control System for Crestron Home® OS with HR-150, International",6514060,MC4-R-HR-150-I,99480,829,1077.7,0.180000000000031,1658,,,,,,,,
928,"4-Series® Control System for Crestron Home® OS with HR-310-I, International",6511317,MC4-R-HR-I,102960,858,1115.4,0.180000000000031,1716,,,,,,,,
929,"4-Series™ Control System for Crestron Home® OS, International",6512290,MC4-R-I,87120,726,943.8,0.180000000000031,1452,,,,,,,,
930,"4-Series® Control System for Crestron Home® OS with TSR-310, International",6511337,MC4-R-TSR-I,146520,1221,1587.3,0.180000000000031,2442,,,,,,,,
931,Mud Ring Mount Kit for Cameo® Flush Mount Keypads,6503969,MMK-G1-CBF-T,3720,31,40.3,0.180000000000031,62,,,,,,,,
932,Remote Device Mount for Crestron® In-Wall Sensors,6513407,MMK-RS,3480,29,37.7,0.180000000000032,58,,,,,,,,
933,6-Channel USB Microphone Mixer,6507454,MMX-6-USB,58080,484,629.2,0.180000000000032,968,,,,,,,,
934,"Set of engravable backlit labels for MP-B Series, MPC Series, or IPAC; white characters on black background, engraving not included",6502471,MP/MPC/IPAC_FRONT_LABEL_BLANK-B-T,2280,19,24.7,0.180000000000032,38,,,,,,,,
935,"Set of engravable backlit labels for MP-B Series, MPC Series, or IPAC; black characters on white background, engraving not included",6502470,MP/MPC/IPAC_FRONT_LABEL_BLANK-W,2280,19,24.7,0.180000000000032,38,,,,,,,,
936,"Set of engravable backlit labels for MP-B Series, MPC Series, or IPAC; white characters on black background, includes custom engraving",6502473,MP/MPC/IPAC_FRONT_LABEL_ENGRAVED-B-T,2280,19,24.7,0.180000000000032,38,,,,,,,,
937,"Set of engravable backlit labels for MP-B Series, MPC Series, or IPAC; black characters on white background, includes custom engraving",6502472,MP/MPC/IPAC_FRONT_LABEL_ENGRAVED-W,2280,19,24.7,0.180000000000032,38,,,,,,,,
938,"Backlit Engravable Button Labels for MPC3-302, Black, Set of 10, engraving not included",6510218,MPB3/MPC3-BTN10-B BLANK,2280,19,24.7,0.180000000000032,38,,,,,,,,
939,"Backlit Engravable Button Labels for MPC3-302-B, Black, Set of 10, Includes Custom Engraving",6510220,MPB3/MPC3-BTN10-B ENGRAVED,2280,19,24.7,0.180000000000032,38,,,,,,,,
940,"Backlit Engravable Button Labels for MPC3-302-W, White, Set of 10, Engraving Not Included",6510219,MPB3/MPC3-BTN10-W BLANK,2280,19,24.7,0.180000000000032,38,,,,,,,,
941,"Backlit Engravable Button Labels for MPC3-302-W, White, Set of 10, Includes Custom Engraving",6510221,MPB3/MPC3-BTN10-W ENGRAVED,2280,19,24.7,0.180000000000032,38,,,,,,,,
942,"Backlit Engravable Icon Chips for MPC3-101, MPC3-102, and MPC3-201, Black, Set of 3, engraving not included",6509660,MPB3/MPC3-BTN3-B BLANK,1200,10,13,0.180000000000032,20,,,,,,,,
943,"Backlit Engravable Icon Chips for MPC3-101, MPC3-102, and MPC3-201, Black, Set of 3, includes custom engraving",6509662,MPB3/MPC3-BTN3-B ENGRAVED,1200,10,13,0.180000000000032,20,,,,,,,,
944,"Tabletop Kit for MPC3-201, Black",6507834,MPC3/MPB3-TTK-SQR-B,13080,109,141.7,0.180000000000032,218,,,,,,,,
945,"Retrofit Mounting Bracket for MPC3-101, MPC3-102, and MPC3-201",6510217,MPC3-101/102/201-RMB,3720,31,40.3,0.180000000000032,62,,,,,,,,
946,"3-Series® Media Presentation Controller 102, Black",6507828,MPC3-102-B,91080,759,986.7,0.180000000000032,1518,,,,,,,,
947,"3-Series® Media Presentation Controller 201, Black",6507826,MPC3-201-B,47280,394,512.2,0.180000000000032,788,,,,,,,,
948,"3-Series® Media Presentation Controller 302, Black",6508572,MPC3-302-B,91080,759,986.7,0.180000000000032,1518,,,,,,,,
949,"3-Series® Media Presentation Controller 302, White",6508573,MPC3-302-W,91080,759,986.7,0.180000000000032,1518,,,,,,,,
950,"Media Presentation Wall Plate - HDMI®, Black",6503183,MP-WP152-B,8760,73,94.9,0.180000000000032,146,,,,,,,,
951,"Media Presentation Wall Plate - HDMI®, White",6503386,MP-WP152-W,8760,73,94.9,0.180000000000032,146,,,,,,,,
952,"Media Presentation Wall Plate – Crestron DigitalMedia 8G+™, Black
 [Limited Supply]",6504296,MP-WP181-C-B,5880,49,63.7,0.180000000000032,98,,,,,,,,
953,"Media Presentation Wall Plate – Crestron DigitalMedia 8G+®, White
 [Limited Supply]",6504295,MP-WP181-C-W,5880,49,63.7,0.180000000000032,98,,,,,,,,
954,"Media Presentation Wall Plate - RCA, Black, 1-Gang",6511961,MP-WP-2RCAO-1G,10440,87,113.1,0.180000000000032,174,,,,,,,,
955,"Media Presentation Wall Plate - XLR, Black, 1-Gang",6511960,MP-WP-2XLRO-1G,10440,87,113.1,0.180000000000032,174,,,,,,,,
956,One Gang Plastic Box - screws/nails,6509458,ONE-GANG,360,3,3.9,0.180000000000032,6,,,,,,,,
957,One Gang Bracket w/swing clamps,6509460,ONE-GANG-BR-SC,360,3,3.9,0.180000000000032,6,,,,,,,,
958,One Gang Box w/ears and swing clamps,6509461,ONE-GANG-SC,360,3,3.9,0.180000000000032,6,,,,,,,,
959,PC Control Processor for Crestron Home® OS,6513058,PC4-R,178200,1485,1930.5,0.180000000000032,2970,,,,,,,,
960,"PinPoint™ Proximity Detection Beacon, White",6507381,PP-100-W,11040,92,119.6,0.180000000000032,184,,,,,,,,
961,"Wall Mount Power Pack, 5VDC, 1.2A, 1.3mm, Universal",6503837,PW-0510WU,5160,43,55.9,0.180000000000032,86,,,,,,,,
962,"Wall Mount Power Pack, 12VDC, 0.5A, 2.5mm, Universal",6502357,PW-1205RU,3000,25,32.5,0.180000000000033,50,,,,,,,,
963,"Wall Mount Power Pack 12VDC, 1.5A, Universal",6503161,PW-1215WU,5880,49,63.7,0.180000000000033,98,,,,,,,,
964,"Desktop Power Pack, 12VDC, 2.5 A, 3.3 mm, Universal",6513216,PW-1225DU,7920,66,85.8,0.180000000000033,83,,,,,,,,
965,"18 Watt Cresnet® Power Supply, US/International",6502499,PW-2407RU,7320,61,79.3,0.180000000000033,122,,,,,,,,
966,"Wall Mount Power Pack, 24 VDC, 0.75 A, 2.1 mm, Universal",6503160,PW-2407WU,5160,43,55.9,0.180000000000033,86,,,,,,,,
967,"Wall Mount Power Pack, 24 VDC, 0.75 A, Flying Leads, Universal",6503377,PW-2407WUL,5160,43,55.9,0.180000000000033,86,,,,,,,,
968,"Wall Mount Power Pack, 24 VDC, 1.25 A, 2.1 mm, Universal",6507485,PW-2412WU,5160,43,55.9,0.180000000000033,86,,,,,,,,
969,"Desktop Power Pack, 24 VDC, 2.5 A, 2.1 mm",6500187,PW-2420RU,11040,92,119.6,0.180000000000033,184,,,,,,,,
970,90W PoDM Power Pack for DMPS,6505699,PW-4818DU,18240,152,197.6,0.180000000000033,304,,,,,,,,
971,High-Efficiency Power Pack,6508220,PW-5430DUS,21840,182,236.6,0.180000000000033,364,,,,,,,,
972,PoE Injector,6502429,PWE-4803RU,7320,61,79.3,0.180000000000033,122,,,,,,,,
973,"Desktop Power Pack, 12VDC, 1.5A, 2.5mm, Universal",6500888,PWI-1215,5880,49,63.7,0.180000000000033,98,,,,,,,,
974,"Reference 6.5 in. 2-Way In-Ceiling Speaker, White Textured, Single",6511845,REFERENCE IC6-W-T-EACH,14520,121,157.3,0.180000000000033,321,,,,,,,,
975,"Reference 8 in. 2-Way In-Ceiling Speaker, White Textured, Single",6511856,REFERENCE IC8-W-T-EACH,21840,182,236.6,0.180000000000033,483,,,,,,,,
976,"Reference 4 in. x 8 in. In-Wall Speaker, White Textured, Single",6511858,REFERENCE IW4X8-W-T-EACH,20400,170,221,0.180000000000033,451,,,,,,,,
977,"Reference 4.1 Landscape Solution, Bronze Textured, Four 4 in. Satellites, One 10 in. Subwoofer",6512253,REFERENCE OD4.1-4-S10-BRZ-T KIT,174240,1452,1887.6,0.180000000000033,3848,,,,,,,,
978,"Reference 4 in. 2-Way Outdoor Speaker, Bronze Textured, Single",6511866,REFERENCE OD4-BRZ-T-EACH,17520,146,189.8,0.180000000000033,387,,,,,,,,
979,RFID Card Reader,6512085,RFID-USB,36360,303,393.9,0.180000000000033,606,,,,,,,,
980,4-Series™ Control System,6510418,RMC4,72600,605,786.5,0.180000000000033,1210,,,,,,,,
981,Mounting Kit for X-Series Amplifiers,6511998,RMK-AMP-X,6000,50,65,0.180000000000033,100,,,,,,,,
982,IFE Rack Mount Kit.,6506874,RMK-IFE-1U,9600,80,104,0.180000000000033,160,,,,,,,,
983,"Saros® 3 in. Active Full-Range In-Ceiling PoE+ Speaker with DM NAX® Audio-over-IP Support, White, Textured",6513069,SAROS DM-NAX-IC4A-W,71280,594,772.2,0.180000000000033,1188,,,,,,,,
984,"Saros® 3 in. Passive Full-Range In-Ceiling Speaker, White, Textured",6513070,SAROS IC4P-W,29760,248,322.4,0.180000000000033,496,,,,,,,,
985,"Saros® 4” 2-Way In-Ceiling Speaker, White Textured, Single (must be ordered in multiples of 2)",6507530,SAROS IC4T-W-T-EACH+,13920,116,150.8,0.180000000000033,232,,,,,,,,
986,"Saros® 6.5 in. 2-Way In-Ceiling Speaker, White Textured, Single (must be ordered in multiples of 2)",6507531,SAROS IC6T-W-T-EACH+,16800,140,182,0.180000000000033,280,,,,,,,,
987,"Saros® 6 in. Ultra Low Profile 2-Way In-Ceiling Speaker, White Textured, Single (must be ordered in multiples of 2)",6512987,SAROS IC6ULPT-W-T-EACH+,23760,198,257.4,0.180000000000033,396,,,,,,,,
988,"Saros® 6 in. Very Low Profile 2-Way In-Ceiling Speaker, White Textured, Single (must be ordered in multiples of 2)",6512986,SAROS IC6VLPT-W-T-EACH+,22320,186,241.8,0.180000000000033,372,,,,,,,,
989,"Saros® Low-Profile 8” 2-Way In-Ceiling Speaker, White Textured, Single (must be ordered in multiples of 2)
 [Limited Supply]",6508133,SAROS IC8LPT-W-T-EACH+,24720,206,267.8,0.180000000000033,412,,,,,,,,
990,"Saros® 8” 2-Way In-Ceiling Speaker, White Textured, Single (must be ordered in multiples of 2)",6507533,SAROS IC8T-W-T-EACH+,21840,182,236.6,0.180000000000033,364,,,,,,,,
991,"Saros® Express 6.5"" 2-Way In-Ceiling Speaker, White Textured, Single (must be ordered in multiples of 2)
 [Limited Supply]",6508129,SAROS ICE6T-W-T-EACH+,13440,112,145.6,0.180000000000034,224,,Not in Pricelist,,,,,,
992,"Saros® Integrator 4” 2-Way In-Ceiling Speaker, White Textured, Single (must be ordered in multiples of 2)",6507583,SAROS ICI4T-W-T-EACH+,8760,73,94.9,0.180000000000034,146,,,,,,,,
993,"Saros® Integrator 6.5” 2-Way In-Ceiling Speaker, White Textured, Single (must be ordered in multiples of 2)",6507581,SAROS ICI6T-W-T-EACH+,11040,92,119.6,0.180000000000034,184,,,,,,,,
994,"Saros® 8” In-Ceiling Subwoofer, White Textured, Single (must be ordered in multiples of 2)",6508137,SAROS ICS8T-W-T-EACH+,36360,303,393.9,0.180000000000034,606,,,,,,,,
995,"Saros® 4” 2-Way Pendant Speaker, Black Textured, Single",6506402,SAROS PD4T-B-T-EACH,20400,170,221,0.180000000000034,340,,,,,,,,
996,"Saros® 4” 2-Way Pendant Speaker, White Textured, Single",6506403,SAROS PD4T-W-T-EACH,20400,170,221,0.180000000000034,340,,,,,,,,
997,"Saros® 6.5” 2-Way Pendant Speaker, Black Textured, Single",6506404,SAROS PD6T-B-T-EACH,27600,230,299,0.180000000000034,460,,,,,,,,
998,"Saros® 6.5” 2-Way Pendant Speaker, White Textured, Single",6506406,SAROS PD6T-W-T-EACH,27600,230,299,0.180000000000034,460,,,,,,,,
999,"Saros® 8” 2-Way Pendant Speaker, Black Textured, Single",6506407,SAROS PD8T-B-T-EACH,34200,285,370.5,0.180000000000034,570,,,,,,,,
1000,"Saros® 8” 2-Way Pendant Speaker, White Textured, Single",6506408,SAROS PD8T-W-T-EACH,34200,285,370.5,0.180000000000034,570,,,,,,,,
1001,"Saros® 8” Pendant Subwoofer, Black Textured, Single",6506439,SAROS PDS8T-B-T-EACH,36360,303,393.9,0.180000000000034,606,,,,,,,,
