Extron pricelist drive link- https://docs.google.com/spreadsheets/d/1V2sjY4C5fK7a3ri32zxymZrhKaiDBU74/edit?usp=drive_link&ouid=115637406728694488059&rtpof=true&sd=true,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
1094,Half-size Flex55 Module; White,70-1240-03,One USB 3.2 Type-A Female to USB 3.2 Type-B Female on Pigtail,5280,44,57.2,0.18,,,
1095,"One USB 3.2 Type-A Female to USB Type-B Female on Pigtail, Black, AAP",70-1249-02,One USB 3.2 Type-A Female to USB Type-B Female on Pigtail,5280,44,57.2,0.18,,,
1096,"One USB 3.2 Type-A Female to USB Type-B Female on Pigtail, White, AAP",70-1249-03,One USB 3.2 Type-A Female to USB Type-B Female on Pigtail,5280,44,57.2,0.18,,,
1097,"Single Space AAP - Black: One USB 3.2 Type-A Female to One USB B Female on Pigtail, One RJ-45 Female to Female Barrel - CAT 5e",70-1237-02,"One USB 3.2 Type-A Female to USB Type-B Female on Pigtail, One RJ-45 Female to Female Barrel – CAT 5e",5280,44,57.2,0.18,,,
1098,One USB A Female to USB B Female on Pigtail - Single Space MAAP - Black,70-1236-02,One USB A Female to USB B Female on Pigtails (Black),5280,44,57.2,0.18,,,
1099,One USB A Female to USB B Female on Pigtail - Single Space MAAP - White,70-1236-03,One USB A Female to USB B Female on Pigtails (White),5280,44,57.2,0.18,,,
1100,Single Space AAP - Black: One USB-C Female to HDMI Female on Pigtail,70-1241-12,One USB-C Female to HDMI Female on Pigtail,14040,117,152.1,0.18,,,
1101,Single Space MAAP - Black: One USB-C Female to HDMI Female on Pigtail,70-1242-12,One USB-C Female to HDMI Female on Pigtail,14040,117,152.1,0.18,,,
1102,Single Space MAAP - White: One USB-C Female to HDMI Female on Pigtail,70-1242-13,One USB-C Female to HDMI Female on Pigtail,14040,117,152.1,0.18,,,
1103,USB-C F to HDMI F Half Flex55; Black,70-1243-12,One USB-C Female to HDMI Female on Pigtail,14040,117,152.1,0.18,,,
1104,USB-C F to HDMI F Half Flex55; White,70-1243-13,One USB-C Female to HDMI Female on Pigtail,14040,117,152.1,0.18,,,
1105,Double Space AAP - Black: One XLR 3-pin Female to Solder Cup - Neutrik,70-103-11,One XLR 3-pin Female to Solder Cup - Neutrik,3120,26,33.8,0.18,,,
1106,Double Space AAP - White: One XLR 3-pin Female to Solder Cup - Neutrik,70-103-21,One XLR 3-pin Female to Solder Cup - Neutrik,3120,26,33.8,0.18,,,
1107,Double Space MAAP - Black: One XLR 3-pin Female to Solder Cups - Neutrik,70-296-11,One XLR 3-pin Female to Solder Cups - Neutrik,3720,31,40.3,0.18,,,
1108,"Double Space MAAP - Black: One XLR 3-pin Female to Solder Cups - Neutrik, Standard Silkscreen: ""Microphone""",70-296-12,One XLR 3-pin Female to Solder Cups - Neutrik,5280,44,57.2,0.18,,,
1109,Double Space MAAP - White: One XLR 3-pin Female to Solder Cups - Neutrik,70-296-21,One XLR 3-pin Female to Solder Cups - Neutrik,3720,31,40.3,0.18,,,
1110,"Double Space AAP - Black: One XLR 3-pin Female to Solder Cups - Neutrik, One RJ-45 Barrel - CAT 5e",70-103-16,"One XLR 3-pin Female to Solder Cups - Neutrik, One RJ-45 Barrel - CAT 5e",5280,44,57.2,0.18,,,
1111,Double Space MAAP - Black: One XLR 3-pin Male to Solder Cups - Neutrik,70-448-12,One XLR 3-pin Male to Solder Cups - Neutrik,3720,31,40.3,0.18,,,
1112,Double Space MAAP - White: One XLR 3-pin Male to Solder Cups - Neutrik,70-448-22,One XLR 3-pin Male to Solder Cups - Neutrik,3720,31,40.3,0.18,,,
1113,Double Space AAP - Black: One XLR 3-pin Male to Solder Cups - Switchcraft,70-432-11,One XLR 3-pin Male to Solder Cups - Switchcraft,3720,31,40.3,0.18,,,
1114,"Double Space AAP - Black: One XLR 3-pin Male to Solder Cups, One XLR 3-pin Female to Solder Cups - Neutrik",70-103-18,"One XLR 3-pin Male to Solder Cups, One XLR 3-pin Female to Solder Cups - Neutrik",5280,44,57.2,0.18,,,
1115,"Double Space AAP - White: One XLR 3-pin Male to Solder Cups, One XLR 3-pin Female to Solder Cups - Neutrik",70-103-28,"One XLR 3-pin Male to Solder Cups, One XLR 3-pin Female to Solder Cups - Neutrik",5280,44,57.2,0.18,,,
1116,Double Space MAAP - Black: One XLR 4-pin Female to Solder Cups - Neutrik,70-305-11,One XLR 4-pin Female to Solder Cups - Neutrik,4680,39,50.7,0.18,,,
1117,Double Space MAAP - Black,70-1052-11,One XTP DTP 24 Coupler,4680,39,50.7,0.18,,,
1118,Double Space MAAP - White,70-1052-21,One XTP DTP 24 Coupler,4680,39,50.7,0.18,,,
1119,Double Space MAAP - Black,70-1052-12,One XTP DTP 24 Punch Down Jack,4680,39,50.7,0.18,,,
1120,Double Space MAAP - White,70-1052-22,One XTP DTP 24 Punch Down Jack,4680,39,50.7,0.18,,,
1121,Two Output VGA Distribution Amplifier,60-506-03,P/2 DA2xi,19080,159,206.7,0.18,,,
1122,AC Power Controller,60-1378-01,PC 101,34800,290,377,0.18,,,
1123,"Pre-cut PendantConnect Speaker Cable for SF 3PT, 20’ (6 m), White",26-721-20,PCC-1 18/20,2760,23,29.9,0.18,,,
1124,"Pre-cut PendantConnect Speaker Cable for SF 3PT, 20’ (6 m), Black",26-722-20,PCC-1 18/20,2760,23,29.9,0.18,,,
1125,"PendantConnect Speaker Cable for SF 3PT, 500’ spool, White",22-270-02,PCC-1 18/500,57960,483,627.9,0.18,,,
1126,"PendantConnect Speaker Cable for SF 3PT, 500’ spool, Black",22-271-02,PCC-1 18/500,57960,483,627.9,0.18,,,
1127,"Pre-cut PendantConnect Speaker Cable for SF 26/28PT, 30’ (9 m), Black",26-730-30,PCC-2 18/30,3720,31,40.3,0.18,,,
1128,"Pre-cut PendantConnect Speaker Cable for SF 26/28PT, 30’ (9 m), White",26-731-30,PCC-2 18/30,3720,31,40.3,0.18,,,
1129,"500’ (152 m) Spool Wht PendantConnect, SF 26/28PT",22-274-02,PCC-2 18/500,51600,430,559,0.18,,,
1130,"500’ (152 m) Spool Blk PendantConnect, SF 26/28PT",22-275-02,PCC-2 18/500,51600,430,559,0.18,,,
1131,Cable Lock Kit for PCC-2 Speaker Cable (10 pcs),101-032-01,PCC-2 CLK-10,5280,44,57.2,0.18,,,
1132,Cable Lock Kit for PCC-2 Speaker Cable (20 pcs),101-032-02,PCC-2 CLK-20,10320,86,111.8,0.18,,,
1133,Projector Drop Ceiling Mount with Adjustable Pole,70-656-23,PCM 340,22920,191,248.3,0.18,,,
1134,Single Port Power Injector,60-1233-02,PI 115,26520,221,287.3,0.18,,,
1135,High Power Injector for XTP and Pro Series Control Systems,60-1361-02,PI 130,26520,221,287.3,0.18,,,
1136,"One VersaTools®, 1/4 Rack Width Pole Mount Kit",70-217-01,PMK 100,3720,31,40.3,0.18,,,
1137,"1U, 1/2 Rack Width Mounting Kit: Black",70-739-12,PMK 155,7560,63,81.9,0.18,,,
1138,"1U, 1/2 Rack Width Mounting Kit; White",70-739-13,PMK 155,7560,63,81.9,0.18,,,
1139,Low Profile Multi-Product Pole Mount Kit - White,70-563-03,PMK 350,11160,93,120.9,0.18,,,
1140,Modular Power Enclosure for FOX3 Fiber Optic Extenders,60-1492-02,PowerCage 411,244200,2035,2645.5,0.18,,,
1141,Replacement Power Supply Kit,70-1087-02,PowerCage 411 Power Supply Kit,87000,725,942.5,0.18,,,
1142,"Fiber Optic Receiver for HDMI, Audio, and RS-232 - Multimode",70-889-21,PowerCage FOX Rx HDMI MM,173880,1449,1883.7,0.18,,,
1143,"Fiber Optic Receiver for HDMI, Audio, and RS-232 - Singlemode",70-889-22,PowerCage FOX Rx HDMI SM,217800,1815,2359.5,0.18,,,
1144,"Fiber Optic Transmitter for DVI, Audio, and RS-232 - 850 nm Multimode",70-873-11,PowerCage FOX Tx DVI Plus MM,173880,1449,1883.7,0.18,,,
1145,"Fiber Optic Transmitter for DVI, Audio, and RS-232 - 1310 nm Singlemode",70-873-12,PowerCage FOX Tx DVI Plus SM,217800,1815,2359.5,0.18,,,
1146,Priority Page Controller,60-887-01,PPC 25,26160,218,283.4,0.18,,,
1147,PPS 25,70-619-01,PPS 25,11160,93,120.9,0.18,,,
1148,"12 V, 0.5 A, Captive Screw Connector",70-1175-01,PS 1205 C,6720,56,72.8,0.18,,,
1149,"12 V, 1.5 A, Power Supply on Captive Screw",70-1174-01,PS 1215 C,6720,56,72.8,0.18,,,
1150,"12 V, 2 A Power Supply featuring ZipClip",70-1259-01,PS 1220,9600,80,104,0.18,,,
1151,eBUS® 12 VDC Power Supply and Distribution Hub,70-988-01,PS 1220EB,33720,281,365.3,0.18,,,
1152,"12 V, 4.2 A Power Supply featuring ZipClip, Captive Screw",70-1246-01,PS 1242,14040,117,152.1,0.18,,,
1153,"12 VDC, 60 W Rack Mountable Power Supply",60-1954-01,PS 125,43920,366,475.8,0.18,,,
1154,"12 VDC, 96 W Rack Mountable Power Supply",60-1580-02,PS 128,78240,652,847.6,0.18,,,
1155,DIN Rail Adapter for PS Series Power Supplies,70-1245-01,PS 18DR,3720,31,40.3,0.18,,,
1156,Player Sync Cable,26-669-04,PSC4,7440,62,80.6,0.18,,,
1157,"Quick LC Connectors for Field Termination of Fiber Optic Cables - Multimode, Package of 10",101-018-01,QLC MM/10,26160,218,283.4,0.18,,,
1158,"Quick LC Connectors for Field Termination of Fiber Optic Cables - Singlemode, Package of 10",101-017-01,QLC SM/10,31200,260,338,0.18,,,
1159,"12 Input, 8 Output 4K Videowall Processor",60-1898-12,Quantum Ultra Connect 128,4103640,34197,44456.1,0.18,,,
1160,"8 Input, 4 Output 4K Videowall Processor",60-1898-11,Quantum Ultra Connect 84,2706480,22554,29320.2,0.18,,,
1161,Remote Control Panel - Decorator-Style,60-1598-01,RCP 101 D,34800,290,377,0.18,,,
1162,Remote Control Panel - Flex55 and EU,60-1598-32,RCP 101 EU,34800,290,377,0.18,,,
1163,Remote Control Panel - MK Mount,60-1598-22,RCP 101 MK,34800,290,377,0.18,,,
1164,SMP 401 Remote Control Panel - Decorator-Style,60-1868-01,RCP 401 D,44640,372,483.6,0.18,,,
1165,SMP 401 Remote Control Panel – Flex55 and EU,60-1868-32,RCP 401 EU,44640,372,483.6,0.18,,,
1166,SMP 401 Remote Control Panel – MK Mount,60-1868-22,RCP 401 MK,44640,372,483.6,0.18,,,
1167,"Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit - DisplayPort Male to Male",70-1065-07,Retractor DisplayPort,35040,292,379.6,0.18,,,
1168,"4K Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – DisplayPort Male to HDMI Male",70-1065-43,Retractor DisplayPort-HDMI,40800,340,442,0.18,,,
1169,With Blank & Cable Pass-through Plates,70-1065-35,Retractor Filler Module,5520,46,59.8,0.18,,,
1170,Cable Retraction System for Cable Cubby® Enclosures - HDMI Male to Male,70-1065-04,Retractor HDMI,35040,292,379.6,0.18,,,
1171,For Horizontal Mounting Applications,70-678-00,Retractor Horizontal Mounting Bracket Kit,2400,20,26,0.18,,,
1172,"Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – Mini DisplayPort Male to Male DisplayPort",70-1065-18,Retractor Mini DisplayPort-DisplayPort,33720,281,365.3,0.18,,,
1173,"4K Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – Mini DisplayPort Male to Male HDMI",70-1065-44,Retractor Mini DisplayPort-HDMI,40800,340,442,0.18,,,
1174,"Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit - Network CAT 6",70-1065-03,Retractor Network,33720,281,365.3,0.18,,,
1175,"Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit - 3.5 mm Stereo Audio Male to Male",70-1065-02,Retractor PC Audio,33720,281,365.3,0.18,,,
1176,CC 1200C/1200/1202/1252/1400/1402; Holds 4,70-1065-37,Retractor SM Cable Cubby Mount - Quad,11160,93,120.9,0.18,,,
1177,Cable Cubby 500/700; Holds 3 Modules,70-1065-33,Retractor SM Cable Cubby Mount - Triple,6720,56,72.8,0.18,,,
1178,CC 1200C/1200/1202/1252/1400/1402; Holds 3,70-1065-36,Retractor SM Cable Cubby Mount - Triple,6720,56,72.8,0.18,,,
1179,With Blank & Cable Pass-through Plates,70-1065-34,Retractor SM Filler Module,6720,56,72.8,0.18,,,
1180,HDMI Show Me,70-1065-46,Retractor SM HDMI,43920,366,475.8,0.18,,,
1181,For Horizontal Mounting Applications,70-1065-30,Retractor SM Horizontal Bracket Kit,3720,31,40.3,0.18,,,
1182,"Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit - USB A to USB A",70-1065-05,Retractor USB 2.0,33720,281,365.3,0.18,,,
1183,"Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – USB 3.2 Gen 1 Type-A Male to USB-B Male",70-1065-06,Retractor USB 3.2,33720,281,365.3,0.18,,,
1184,"4K Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – USB-C® Male to DisplayPort Male",70-1065-52,Retractor USB-C - DisplayPort,40800,340,442,0.18,,,
1185,"4K Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – USB-C® Male to HDMI Male",70-1065-51,Retractor USB-C - HDMI,40800,340,442,0.18,,,
1186,"Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – USB-C Male to USB-C Female",70-1065-50,Retractor USB-C Power,37560,313,406.9,0.18,,,
1187,"4K Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – USB-C® Male to Male",70-1065-55,Retractor USB-C Pro,47760,398,517.4,0.18,,,
1188,"8K Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – USB-C® Male to Male",70-1065-56,Retractor USB-C Pro 8K,47760,398,517.4,0.18,,,
1189,"Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – VGA Male to Male",70-1065-01,Retractor VGA,33720,281,365.3,0.18,,,
1190,"Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit - VGA Male to Male and 3.5mm Stereo Male to Male",70-1065-11,Retractor VGA-A,37560,313,406.9,0.18,,,
1191,"Extended Length Cable Retraction System for AVEdge, Cable Cubby®, Select TouchLink® Enclosures, and TMK 120 R Kit - DisplayPort Male to Male",70-1066-07,Retractor XL DisplayPort,38880,324,421.2,0.18,,,
1192,"Extended Length 4K Cable Retraction System for AVEdge, Cable Cubby®, Select TouchLink® Enclosures, and TMK 120 R Kit – DisplayPort Male to Male HDMI",70-1066-43,Retractor XL DisplayPort-HDMI,44520,371,482.3,0.18,,,
1193,Extended Length Cable Retraction System for Cable Cubby® Enclosures - HDMI Male to Male,70-1066-04,Retractor XL HDMI,38880,324,421.2,0.18,,,
1194,"Extended Length 4K Cable Retraction System for AVEdge, Cable Cubby®, Select TouchLink® Enclosures, and TMK 120 R Kit – Mini DisplayPort Male to Male HDMI",70-1066-44,Retractor XL Mini DisplayPort-HDMI,44520,371,482.3,0.18,,,
1195,"Extended Length Cable Retraction System for AVEdge, Cable Cubby®, Select TouchLink® Enclosures, and TMK 120 R Kit - Network CAT 6",70-1066-03,Retractor XL Network,37560,313,406.9,0.18,,,
1196,"Extended Length Cable Retraction System for AVEdge, Cable Cubby®, Select TouchLink® Enclosures, and TMK 120 R Kit - USB A to USB A",70-1066-05,Retractor XL USB 2.0,37560,313,406.9,0.18,,,
1197,"Extended Length 4K Cable Retraction System for AVEdge, Cable Cubby®, Select TouchLink® Enclosures, and TMK 120 R Kit – USB-C® Male to HDMI Male",70-1066-51,Retractor XL USB-C - HDMI,44520,371,482.3,0.18,,,
1198,"Extended Length Cable Retraction System for AVEdge, Cable Cubby®, Select TouchLink® Enclosures, and TMK 120 R Kit – USB-C Male to USB-C Female",70-1066-50,Retractor XL USB-C Power,40800,340,442,0.18,,,
1199,"4K Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – USB-C® Male to Male",70-1066-55,Retractor XL USB-C Pro,50880,424,551.2,0.18,,,
1200,"Extended Length 8K Cable Retraction System for AVEdge, Cable Cubby®, select TouchLink® Enclosures, and TMK 120 R Kit – USB-C® Male to Male",70-1066-56,Retractor XL USB-C Pro 8K,50880,424,551.2,0.18,,,
1201,"Basic Rack False Faceplate Kits: Half-Rack Width, 1""",70-972-01,RFF 052,4560,38,49.4,0.18,,,
1202,"Basic Rack False Faceplate Kits: Quarter-Rack Width, 1""",70-973-01,RFF 054,3720,31,40.3,0.18,,,
1203,"Basic Rack False Faceplate Kits: Half Rack Width, 1U",70-339-01,RFF 102,4680,39,50.7,0.18,,,
1204,"Basic Rack False Faceplate Kits: Quarter Rack Width, 1U",70-338-01,RFF 104,3720,31,40.3,0.18,,,
1205,"Basic Rack False Faceplate Kits: Eighth Rack Width, 1U",70-337-01,RFF 108,3120,26,33.8,0.18,,,
1206,RGB and Stereo Audio to HDMI Scaler,60-1074-01,RGB-HDMI 300 A,70320,586,761.8,0.18,,,
1207,"RJ-11 / RJ-45 Bezels in Assorted Colors for Use with HSA Enclosures, AC Net AAP Modules and Select Extron Products: One each in red, orange, yellow, green, blue, gray, ivory, and blank with no cutout",70-201-01,RJ-11 / RJ-45 Bezel Kit,1320,11,14.3,0.18,,,
1208,"Rack Mount Kit for TLP Pro 320M, TLP Pro 520M, and TLC Pro 521M",70-1009-02,RM 1,10680,89,115.7,0.18,,,
1209,Rack Mount Kit for TLP Pro 1220MG and TLP Pro 1225MG,70-1009-22,RM 2,22920,191,248.3,0.18,,,
1210,Rack Mount Kit for TLP Pro 1520MG and TLP Pro 1720MG,70-1009-32,RM 3,22920,191,248.3,0.18,,,
1211,Rack Mount Kit for TLP Pro 525M and TLP Pro 725M,70-1137-02,RM 5,14040,117,152.1,0.18,,,
1212,Rack Mount Kit for TLP Pro 1025M,70-1137-12,RM 6,14040,117,152.1,0.18,,,
1213,"1U 3.5"" Deep Basic Rack Shelf",60-604-21,RSB 123,5520,46,59.8,0.18,,,
1214,"1U 6"" Deep Basic Rack Shelf",60-604-11,RSB 126,5520,46,59.8,0.18,,,
1215,"1U 9.5"" Deep Basic Rack Shelf",60-604-02,RSB 129,5520,46,59.8,0.18,,,
1216,"1U 3.5"" Deep Rack Shelf Kit",60-190-20,RSF 123,11160,93,120.9,0.18,,,
1217,"1U 6"" Deep Universal Rack Shelf Kit",60-190-10,RSU 126,11160,93,120.9,0.18,,,
1218,"1U 9.5"" Deep Universal Rack Shelf Kit",60-190-01,RSU 129,11160,93,120.9,0.18,,,
1219,Recessed Wall Mount Kit for TLP Pro 525M and TLS 525M,70-1141-13,RWM 1,14040,117,152.1,0.18,,,
1220,"Recessed Wall Mount Kit for TLP Pro 1025M, TLP Pro 725M, TLS 1025M, and TLS 725M",70-1141-23,RWM 2,14040,117,152.1,0.18,,,
1221,Blank Center Grille for SB 33 A Sound Bar,70-1229-01,SAK BCG SB 33,3120,26,33.8,0.18,,,
1222,PTZ Camera Shelf for SB 33 A Sound Bar,70-1260-01,SAK PTZ SB 33,7560,63,81.9,0.18,,,
1223,"Adjustable Width Sound Bar for 46"" to 55"" Displays",60-1737-11,SB 33 A 46-55,78240,652,847.6,0.18,,,
1224,"Adjustable Width Sound Bar for 55"" to 65"" Displays",60-1737-12,SB 33 A 55-65,81480,679,882.7,0.18,,,
1225,"Adjustable Width Sound Bar for 65"" to 70"" Displays",60-1737-13,SB 33 A 65-70,85320,711,924.3,0.18,,,
1226,"Adjustable Width Sound Bar for 75"" to 80"" Displays",60-1737-14,SB 33 A 75-80,88440,737,958.1,0.18,,,
1227,"Adjustable Width Sound Bar for 82"" to 90"" Displays",60-1737-15,SB 33 A 82-90,112800,940,1222,0.18,,,
1228,"Adjustable Width Sound Bar for 90"" to 100"" Displays",60-1737-16,SB 33 A 90-100,116160,968,1258.4,0.18,,,
1229,"10"" SoundField In-Ceiling Subwoofer",60-1610-01,SF 10C SUB,184440,1537,1998.1,0.18,,,
1230,SF 10C SUB & NetPA U 2002 SB - Discount Package,42-289-05,SF 10C SUB & NetPA U 2002 SB Package,293280,2444,3177.2,0.18,,,
1231,SF 10C SUB & NetPA U 8001 SUB - Discount Package,42-289-04,SF 10C SUB & NetPA U 8001 SUB Package,285600,2380,3094,0.18,,,
1232,SF 10C SUB & XPA 2004 - Discount Package,42-289-02,SF 10C SUB & XPA 2004 Package,234120,1951,2536.3,0.18,,,
1233,SF 10C SUB & XPA 4002 - Discount Package,42-289-01,SF 10C SUB & XPA 4002 Package,204840,1707,2219.1,0.18,,,
1234,SF 10C SUB & XPA U 2002 SB - Discount Package,42-289-03,SF 10C SUB & XPA U 2002 SB Package,173640,1447,1881.1,0.18,,,
1235,"8"" Two-Way SoundField Ceiling Tile Speaker with 8"" Coaxial Driver and 70/100 V Transformer, Pair",60-1862-03,SF 228T Plus,73200,610,793,0.18,,,
1236,"SoundField XD 6.5"" Two-Way Ceiling Speaker with 8"" Composite Back Can and 70/100 V Transformer, Pair",60-1310-03,SF 26CT,38160,318,413.4,0.18,,,
1237,"SoundField XD Low Profile 6.5"" Two-Way Ceiling Speaker with 4.2"" Composite Back, Complete Pair",60-1881-03,SF 26CT LP,41400,345,448.5,0.18,,,
1238,"SoundField 6.5"" Two-Way Pendant Speaker, Pair - Black",60-1752-02,SF 26PT,57960,483,627.9,0.18,,,
1239,"SoundField 6.5"" Two-Way Pendant Speaker, Pair - White",60-1752-03,SF 26PT,57960,483,627.9,0.18,,,
1240,"6.5"" 2-Way Ceiling Spkrs, 8 Ohm, Pair",60-1312-03,SF 26X,16560,138,179.4,0.18,,,
1241,"SoundField 8"" Two-Way Pendant Speaker, Pair - Black",60-1946-02,SF 28PT,87840,732,951.6,0.18,,,
1242,"SoundField 8"" Two-Way Pendant Speaker, Pair - White",60-1946-03,SF 28PT,87840,732,951.6,0.18,,,
1243,"Full Range 3"" Ceiling Speakers, 8 Ohm, Low Profile, Complete Pair",60-1311-13,SF 3C LP,19080,159,206.7,0.18,,,
1244,"Full Range 3"" Ceiling Speakers, Low Profile, Complete Pair",60-1311-03,SF 3CT LP,22320,186,241.8,0.18,,,
1245,"SoundField 3"" Full-Range Pendant Speaker with 70/100 V Transformer, Pair - White",60-1736-03,SF 3PT,27360,228,296.4,0.18,,,
1246,"SoundField 3"" Full-Range Pendant Speaker with 70/100 V Transformer and Removable Grille, Pair - Black",60-1736-12,SF 3PT,27360,228,296.4,0.18,,,
1247,"SoundField 3"" Full-Range Pendant Speaker with 70/100 V Transformer and Removable Grille, Pair - White",60-1736-13,SF 3PT,27360,228,296.4,0.18,,,
1248,"SoundField 8"" In-Ceiling Subwoofer - Individual",60-1941-03,SF 8CT SUB,38880,324,421.2,0.18,,,
1249,"Square Grille Kit, SF 26CT Series Speakers, Pair",70-1126-03,SGK SF26C,6000,50,65,0.18,,,
1250,"Square Grille Kit for SF 3C/3CT LP and SF 10C SUB Speakers, Pair",70-1127-03,SGK SF3C,4680,39,50.7,0.18,,,
1251,Wired and Wireless Presentation System,60-1943-01,ShareLink Pro 1100,176280,1469,1909.7,0.18,,,
1252,ShareLink Pro 1100 w/ Miracast & ShareNext - EU,42-294-02,ShareLink Pro 1100 Miracast & ShareNext Kit EU,197160,1643,2135.9,0.18,,,
1253,ShareLink Pro 1100 w/ Miracast & ShareNext - US,42-294-01,ShareLink Pro 1100 Miracast & ShareNext Kit US,197160,1643,2135.9,0.18,,,
1254,Miracast & ShareNext Adapter and Power Supply - EU,42-295-02,ShareLink Pro 1100 Miracast & ShareNext Upgrade Kit EU,21000,175,227.5,0.18,,,
